NAME,ALIAS,CREATION_DATE,ADDRESS,TYPE,WARD,SECTION,COMPOUND,OWNER,MANAGER,WEBSITE,FA_NUMBER,FA_TAG,DDM,DDM_TYPE,DDM_NAME,DDM_TEXT,DDM_PHOTO,CDBG,LWCF,WATER,MOWING,CORE_SERVICES,CartegraphID,ActBefore,City,ConditionGroup,County,CriticalityFactor,CurrentInspectionID,EstimatedCCI,EstimatedCCR,EstimatedOCI,EstimatedOCR,Installed,Jurisdiction,LocationDescription,Notes,PredictionGroup,Replaced,Retired,StateValue,Street,TotalCost,Acreage,Acreage_unit,ADACompliant,AddressNumber,Name1,OperationalDays,OperationalHours,Type1,CurrentInspectionDate,CurrentInspectionOCI,CurrentInspectionOCR,CurrentInspectionNotes,cgShape_Length,cgShape_Area,created_user,created_date,last_edited_user,last_edited_date,ZIP,ImpactFee,Account,Spraying,Trees,GlobalID,OBJECTID,Shape__Area,Shape__Length
Ochoa Park,,2000,209 W 25th St,Mini Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Ochoa-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Ochoa Park,1/1/2059 12:00:00 AM,Tucson,Park Sample,,1,,56.28,Average,75.5,Good,1/1/2000 12:00:00 AM,,,,Park Sample,,,,W 25th St,9562.12,0.63,,0,209,,Daily,7 a.m.-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6324,,,8c69362c-e8b8-4ce1-840c-692c2ca9881e,77,27240.9080200195,1022.23006855882
Amphi Neighborhood Park,Navajo Park,,510 E Navajo Rd,Neighborhood Park,3,1,Jacobs,Sacred Heart Roman Catholic Parish,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Amphi-Neighborhood-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Amphi Neighborhood Park,,Tucson,Park Sample,,,,,,,,,,SE corner of Los Altos Av and Navajo Rd.,,Park Sample,,,,E Navajo Rd,42849.62,1.75,,0,510,,Daily,7 a.m.-7 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,e460b594-ebd1-4fe3-a5dd-4fe31dfa64dd,78,76056.8744506836,1161.45020942117
Balboa Heights Park,,1995,2536 N Castro Av,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Balboa-Heights-Park,,,0,,,,,0,0,Potable,Contractor Mow Only,7,Balboa Heights Park,1/1/2054 12:00:00 AM,Tucson,Park Sample,,,,65.57,Good,70.4,Good,1/1/1995 12:00:00 AM,,Castro Ave. NW of Grant Rd and Stone Ave.,,Park Sample,,,,N Castro Av,40762.47,1.7,,0,2536,,Daily,7 a.m.-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,a0b2009a-5f47-4a96-80c1-bb52e59e36dd,79,73938.3499145508,1111.59979698347
Bravo Park,,1975,4595 S Mountain Av,Neighborhood Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Bravo-Park,,,,,,,,0,1,Potable,Contractor All Inclusive,1,Bravo Park,1/1/2034 12:00:00 AM,Tucson,Park Sample,,1,,40.33,Fair,50.4,Average,1/1/1975 12:00:00 AM,,Mountain Ave. NE of Park Ave. and Irvington Rd.,,Park Sample,,,,S Mountain Av,23400.14,5.32,,0,4595,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85714,B,6343,,,7b6db7a4-dc2f-4420-8135-c80975d1bb6c,80,231799.560272217,2152.19462554288
Catalina Park,,1879,941 N 4th Av,Neighborhood Park,6,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Catalina-Park,,,,,,,,0,1,Potable,Contractor All Inclusive,7,Catalina Park,1/1/1938 12:00:00 AM,Tucson,Park Sample,,1,,48.67,Average,0,Failed,1/1/1879 12:00:00 AM,,,,Park Sample,,,,N 4th Av,63936.86,3.73,,0,941,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,2d276414-3a0c-4617-800c-426c2b5ef974,81,162522.68939209,1611.59681248435
Conner Park,,1955,2200 E Glenn St,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Conner-Park,,,,,,,,0,,Potable,Contractor Mow Only,7,Conner Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,53.22,Average,30.5,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E Glenn St,40675.71,1.74,,0,2200,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85719,A,6324,,,79e89da3-21bc-4cff-be8b-23bd530f9140,82,75941.296661377,1165.76769073371
Country Club Annex Park,Holly Park,1954,2230 S March Pl,Neighborhood Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Country-Club-Annex-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Country Club Annex Park,1/1/2013 12:00:00 AM,Tucson,Park Sample,,1,,30.8,Fair,29.5,Fair,1/1/1954 12:00:00 AM,,,,Park Sample,,,,S March Pl,27631.93,2.85,,0,2230,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6383,,,729370b7-7736-48b5-afcd-7331f7ec6736,83,124119.295257568,1675.02503820186
David G. Herrera and Ramon Quiroz Park,Oury Park,1902,600 W St Marys Rd,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/David-G.-Herrera-and-Ramon-Quiroz-Park,,,1,Park Name,David G. Herrera and Ramon Quiroz,,,0,1,Potable,Contractor Mow Only,7,David G. Herrera and Ramon Quiroz Park,1/1/1961 12:00:00 AM,Tucson,Park Sample,,1,,32.99,Fair,0,Failed,1/1/1902 12:00:00 AM,,,,Park Sample,,,,W St Marys Rd,76595.89,6.63,,0,600,,Daily,7 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,B,6342,,,a0fd2abf-909d-4c57-9260-822bb9b8cd58,84,288769.064361572,2244.48391708363
Desert Aire Park,,1955,5327 E 18th St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Desert-Aire-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Desert Aire Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,60.44,Average,30.5,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,E 18th St,31303.75,1.72,,0,5327,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,896daaa6-c0e9-4cf6-a9f3-dbfeba5b26bb,85,74917.753326416,1313.63062170434
Desert Shadows Park,,1974,5097 S Greenway Dr,Neighborhood Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Desert-Shadows-Park,,,,,,,,0,1,Potable,Contractor All Inclusive,1,Desert Shadows Park,1/1/2033 12:00:00 AM,Tucson,Park Sample,,1,,38.66,Fair,49.4,Average,1/1/1974 12:00:00 AM,,,,Park Sample,,,,S Greenway Dr,27591.32,5.73,,0,5097,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,c6d54c3b-806a-41a8-92b4-ce6250bfc18e,86,249568.352905273,2242.45183855239
Bristol Park,Eastmoor Park,1954,1720 S Bristol Av,Neighborhood Park,5,2,Reid,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Bristol-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Bristol Park,1/1/2013 12:00:00 AM,Tucson,Park Sample,,1,,25.77,Fair,29.5,Fair,1/1/1954 12:00:00 AM,,Bristol Ave. south of 22nd St.,,Park Sample,,,,S Bristol Av,20359.46,1.97,,0,1720,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6383,,,a84a8216-7a63-4ed7-ad24-52d0ff5c3760,87,85763.3067321777,1402.91433206768
Escalante Park,,1973,6900 E Nicaragua Dr,Neighborhood Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Escalante-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor All Inclusive,1,Escalante Park,1/1/2032 12:00:00 AM,Tucson,Park Sample,,1,,50.44,Average,48.5,Average,1/1/1973 12:00:00 AM,,,,Park Sample,,,,E Nicaragua Dr,45567.18,5.28,,0,6900,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,c908d007-370b-40f4-abab-7cfb72f9c115,88,229824.861846924,2908.85678717036
Estevan Park,,1943,1001 N Main Av,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Estevan-Park,,,,,,,,0,,Potable,Contractor Mow Only,7,Estevan Park,1/1/2002 12:00:00 AM,Tucson,Park Sample,,1,,23.15,Fair,18.4,Poor,1/1/1943 12:00:00 AM,,,,Park Sample,,,,N Main Av,67204.51,8.66,,0,1001,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,B,6342,,,79c06813-19ea-4a03-b2ce-625dc7043eab,89,377019.765991211,3067.98243242223
Grijalva Park,Midvale Park,2005,5775 S Oak Tree Dr,Neighborhood Park,1,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Grijalva-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Grijalva Park,1/1/2064 12:00:00 AM,Tucson,Park Sample,,1,,77.81,Good,80.4,Good,1/1/2005 12:00:00 AM,,,,Park Sample,,,,S Oak Tree Dr,31015.08,3.18,,0,5775,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85746,B,6343,,,ed616196-767e-4b45-8142-46b460116fc1,90,138309.931732178,1506.26107693594
Claire Weeks Terra del Sol Park,Terra del Sol Park,1961,2001 S Avenida del Sol,Neighborhood Park,2,3,Jesse Owens,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Claire-Weeks-Terra-del-Sol-Park,,,1,Park Name,Claire Weeks,,,0,,Potable,Contractor All Inclusive,1,Claire Weeks Terra del Sol Park,1/1/2020 12:00:00 AM,Tucson,Park Sample,,1,,60.11,Average,36.5,Fair,1/1/1961 12:00:00 AM,,,,Park Sample,,,,S Avenida Del Sol,39503.6,2.28,,0,2001,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,ff23c876-7430-48a1-900f-3649e2a80479,91,99159.0213317871,1469.61278059374
Groves Park,,1994,7400 E Juniper Dr,Neighborhood Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Groves-Park,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,1,Groves Park,1/1/2053 12:00:00 AM,Tucson,Park Sample,,1,,68.63,Good,69.5,Good,1/1/1994 12:00:00 AM,,,,Park Sample,,,,E Juniper Dr,40854.5,11.9,,0,7400,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,a0281b94-10d0-4cf3-bd6b-253dad949c92,92,518475.554229736,3351.36528315458
Armory Park,"Military Plaza, Washington Park",1874,222 S 5th Av,Neighborhood Park,6,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Armory-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,Armory Park,1/1/1938 12:00:00 AM,Tucson,Park Sample,,1,,22.34,Fair,0,Failed,1/1/1879 12:00:00 AM,,6th Ave. between 12th St. and 13th St.,,Park Sample,,,,S 5th Av,133988.74,4.04,,0,222,,Daily,7 a.m.-10 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,15ca102a-5231-49e1-a841-e7c797094d43,93,175852.057067871,1845.81503046688
Bonita Park,,1982,20 N Bonita Av,Neighborhood Park,1,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Bonita-Park,,,,,,,,0,,Potable and Reclaimed,Contractor All Inclusive,7,Bonita Park,1/1/2041 12:00:00 AM,Tucson,Park Sample,,1,,51.13,Average,57.4,Average,1/1/1982 12:00:00 AM,,Bonita Ave. north of Congress St.,,Park Sample,,,,N Bonita Av,24950.95,1.86,,0,20,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85745,B,6324,,,d5da4aa0-12d8-4135-8313-14da3616f318,94,81108.7338562012,1789.06302141043
20-30 Club Park,,1959,201 N Woodland Vista,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/20-30-Club-Park,,,1,Park Name,20-30 Club,,,0,,Potable,Contractor All Inclusive,1,20-30 Club Park,1/1/2018 12:00:00 AM,Tucson,Park Sample,,1,,34.45,Fair,34.5,Fair,1/1/1959 12:00:00 AM,,NW of Broadway Bl/Craycroft Rd.  Adjacent to (south of) Highland Vista Park.,,Park Sample,,,,N Woodland Vista,8773.6,1.53,,0,201,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,cc4debff-c745-4119-a5f7-11fa1692fffe,95,66863.1405334473,1381.19907792255
Groves II Park,,1974,4655 S Prudence Rd,Neighborhood Park,4,3,Lincoln,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Groves-II-Park,,,,,,,,0,,Potable,None,0,Groves II Park,1/1/2033 12:00:00 AM,Tucson,Park Sample,,1,,49.45,Average,49.5,Average,1/1/1974 12:00:00 AM,,,,Park Sample,,,,S Prudence Rd,1963.35,6.11,,0,4655,,Daily,Sunrise-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,b1612ad8-b0b1-4533-86bb-77a536cc2cbb,96,266099.78704834,2564.79256963967
Harold Bell Wright Park,Wright Park,1950,633 N Corinth,Neighborhood Park,2,3,Jesse Owens,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Harold-Bell-Wright-Park,,,1,Park Name,Harold Bell Wright,,,0,,Potable,Contractor All Inclusive,1,Harold Bell Wright Park,1/1/2009 12:00:00 AM,Tucson,Park Sample,,1,,51.85,Average,25.5,Fair,1/1/1950 12:00:00 AM,,,,Park Sample,,,,N Corinth,28415.61,2.32,,0,633,,Daily,6 a.m.-7 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85710,C,6383,,,8c14c2b8-d634-4129-8b58-e9b8dbe6afc8,97,100846.923553467,1363.1021864668
Harriet Johnson Park,San Paulo Park,,6051 E 25th St,Neighborhood Park,6,2,Freedom,Pima County,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Harriet-Johnson-Park,,,1,Park Name,Harriet Johnson,,,0,,Potable,Contractor All Inclusive,1,Harriet Johnson Park,,Tucson,Park Sample,,1,,,,,,,,,,Park Sample,,,,E 25th St,33716.03,1.34,,0,6051,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,76f60afd-c14a-456a-b9c4-0641b0891d29,98,58213.453704834,937.919196681413
Highland Vista Park,,1952,350 N Cloverland Av,Neighborhood Park,6,2,Freedom,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Highland-Vista-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Highland Vista Park,1/1/2011 12:00:00 AM,Tucson,Park Sample,,,,58.95,Average,27.5,Fair,1/1/1952 12:00:00 AM,,,,Park Sample,,,,N Cloverland Av,32326.96,3.59,,0,350,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,422042a6-1657-49a5-8667-00469fd773fa,99,156196.628326416,2659.12621169922
Iron Horse Park,,1998,75 N 1st Av,Neighborhood Park,6,2,Santa Rita,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Iron-Horse-Park,,,,,,,,0,,Potable,Contractor All Inclusive,3,Iron Horse Park,1/1/2057 12:00:00 AM,Tucson,Park Sample,,1,,70.11,Good,73.4,Good,1/1/1998 12:00:00 AM,,,,Park Sample,,,,N 1st Av,32008.7,2.7,,0,75,,Daily,6 a.m.-10 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85701,A,6324,,,acccce45-8753-406b-ac32-8ae27a1b1dcf,100,178865.929656982,3895.05641989848
Jacinto Park,,1947,2600 N 15th Av,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Jacinto-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Jacinto Park,1/1/2006 12:00:00 AM,Tucson,Park Sample,,1,,53.39,Average,22.4,Fair,1/1/1947 12:00:00 AM,,,,Park Sample,,,,N 15th Av,17131.12,1.22,,0,2600,,Daily,7 a.m.-Sunset,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,bce337bc-0b81-4468-a070-306751e2eb2d,101,53121.6997680664,1062.19301339665
James Thomas Park,Thomas Park,1984,3200 S Forgeus Av,Neighborhood Park,5,1,Mission Manor,COT Parks and Recreation and Pima County,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/James-Thomas-Park,,,1,Park Name,James Thomas,,,0,1,Potable and Reclaimed,Contractor Mow Only,7,James Thomas Park,1/1/2043 12:00:00 AM,Tucson,Park Sample,,1,,61.01,Good,59.4,Average,1/1/1984 12:00:00 AM,,,,Park Sample,,,,S Forgeus Av,104951.51,8.95,,0,3200,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,9d865fc7-3b7f-4b99-8e2a-5a867033fa33,102,389855.797790527,2780.01241834362
Julian Wash Archaeological Park,,2004,2820 S 12th Av,Community Park,1,1,Kennedy,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Julian-Wash-Archaeological-Park,,,,,,,,0,,Potable,None,1,Julian Wash Archaeological Park,1/1/2063 12:00:00 AM,Tucson,Park Sample,,1,,80.82,Good,79.5,Good,1/1/2004 12:00:00 AM,,,,Park Sample,,,,S 12th Av,11944.56,16.22,,0,2820,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,5dddfb91-d608-44ff-a9ca-33912899e6ec,103,706677.364624023,3415.12207147356
Limberlost Family Park,"Limberlost Park, Don Hummel Park",1974,4255 N 4th Av,Neighborhood Park,3,1,Jacobs,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Limberlost-Family-Park,,,1,Park Name,The Limberlost Family,,,0,,Potable,Contractor All Inclusive,1,Limberlost Family Park,1/1/2033 12:00:00 AM,Tucson,Park Sample,,1,,65.43,Good,49.5,Average,1/1/1974 12:00:00 AM,,,,Park Sample,,,,N 4th Av,40968.85,6.63,,0,4255,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85705,A,6342,,,cb3e78e9-a66a-47c8-9e8d-446015808101,104,288918.186584473,2175.09888600565
Linden Park,,1955,300 S Desert Av,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Linden-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Linden Park,1/1/2014 12:00:00 AM,Tucson,Park Sample,,1,,57.29,Average,30.5,Fair,1/1/1955 12:00:00 AM,,,,Park Sample,,,,S Desert Av,35426.03,4.34,,0,300,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,3a0587f3-5d9c-4b82-b58b-53ef3b1b8d74,105,189043.320495605,1953.23138209052
Manuel Herrera Jr. Park,Fiesta Park,1972,5901 S Fiesta Av,Neighborhood Park,5,1,Mission Manor,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Manuel-Herrera-Jr-Park,,,1,Park Name,Manuel Herrera Jr.,,,0,,Potable,Contractor Mow Only,3,Manuel Herrera Jr. Park,1/1/2031 12:00:00 AM,Tucson,Park Sample,,1,,69.76,Good,47.4,Average,1/1/1972 12:00:00 AM,,,,Park Sample,,,,S Fiesta Av,42034.91,3.46,,0,5901,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85706,B,6343,,,2125145f-0a8d-495d-87a9-aae9c4e9f3b0,106,150668.664581299,2015.65830473423
McCormick Park,"Northeast District Park, Ada?",1972,2950 N Columbus Bl,Neighborhood Park,3,3,Fort Lowell,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/McCormick-Park,,,1,Park Name,Ada McCormick,,,0,,Potable and Reclaimed,Contractor Mow Only,7,McCormick Park,1/1/2031 12:00:00 AM,Tucson,Park Sample,,1,,55.4,Average,47.4,Average,1/1/1972 12:00:00 AM,,,,Park Sample,,,,N Columbus Bl,163428.62,14.2,,0,2950,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85712,A,6383,,,a896057e-5a9e-472d-a30c-7462b63a7a6e,107,618563.569824219,3512.15325873256
Mesa Village Park,,1952,5700 E 18th St,Neighborhood Park,6,2,Freedom,COT Parks and Recreation,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Mesa-Village-Park,,,,,,,,0,,Potable,Contractor All Inclusive,1,Mesa Village Park,1/1/2011 12:00:00 AM,Tucson,Park Sample,,,,65.39,Good,27.5,Fair,1/1/1952 12:00:00 AM,,,,Park Sample,,,,E 18th St,25842.02,2.35,,0,5700,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85711,A,6383,,,ff90614d-5749-418a-8428-9b533d0ec028,108,102542.007629395,1330.25437902306
Michael Perry Park,Hearthstone Park,1975,2755 S Pantano Pw,Neighborhood Park,4,3,Jesse Owens,COT Parks and Recreation and Transportation and Mobility,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Michael-Perry-Park,,,1,Park Name,Michael Perry Park,,,0,1,Potable,Contractor Mow Only,7,Michael Perry Park,1/1/2034 12:00:00 AM,Tucson,Park Sample,,1,,76.97,Good,50.4,Average,1/1/1975 12:00:00 AM,,,,Park Sample,,,,S Pantano Pw,91849.38,7.63,,0,2755,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85730,C,6383,,,bd8603e0-b5d5-4ba7-a65c-9bc713775b1c,109,332281.583709717,3862.97486846665
Mirasol Park,,1963,1100 E Silverlake Rd,Neighborhood Park,5,2,Reid,COT Parks and Recreation and Tucson Water,COT Parks and Recreation,https://www.tucsonaz.gov/Departments/Parks-and-Recreation/Parks/Mirasol-Park,,,,,,,,0,1,Potable and Reclaimed,Contractor Mow Only,3,Mirasol Park,1/1/2022 12:00:00 AM,Tucson,Park Sample,,1,,61.03,Good,38.5,Fair,1/1/1963 12:00:00 AM,,,,Park Sample,,,,E Silverlake Rd,36336.46,5.31,,0,1100,,Daily,6 a.m.-10:30 p.m.,,,,,,,,tucsondata_cotgis,7/23/2024 5:02:54 AM,tucsondata_cotgis,7/23/2024 5:02:54 AM,85713,B,6343,,,d6142e2c-b513-4584-a1e9-4cc8cc8a976e,110,231476.628997803,2067.96806669572
